Individual_ID,Age,Gender,Region,Location,Education_Level,Occupation,Employment_Type,Monthly_Income_NGN,Poverty_Status
35a84acd,54,Female,North Central,Rural,Secondary,Informal,Self-employed,95706.65,1
781168d6,19,Female,North West,Rural,Secondary,Trade/Services,Self-employed,125057.09,0
270c3d13,10,Female,South West,Rural,Primary,Student,Not in Labor Force,0.0,1
768185bd,6,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
49db31ba,5,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
0eb2f30c,62,Female,South East,Urban,Tertiary,Professional,Wage-employed,392377.47,0
e9c11a19,30,Male,North West,Urban,Secondary,Informal,Self-employed,58763.43,1
62f5d011,31,Female,North East,Rural,None,Agriculture,Informal,101812.12,0
35ce54d2,5,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
7c30e828,41,Male,South South,Urban,Secondary,Informal,Self-employed,122653.34,0
62402e64,21,Male,North Central,Rural,Secondary,Informal,Self-employed,137671.59,0
bb56050f,22,Male,North Central,Urban,Secondary,Informal,Self-employed,338295.48,0
18caed62,22,Female,South East,Urban,Tertiary,Manufacturing,Wage-employed,166379.62,0
f6b60fc8,6,Male,North West,Urban,None,Student,Not in Labor Force,0.0,1
62d944d8,10,Female,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
0318a62d,14,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
83701ae8,1,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
2476e4f2,5,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
abee78e0,5,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
f792d183,11,Male,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
26704931,29,Female,North West,Rural,Primary,Agriculture,Informal,21353.78,1
ae4667b2,42,Male,South East,Rural,Secondary,Trade/Services,Self-employed,138598.81,0
ec570ce7,52,Male,North East,Urban,Secondary,Trade/Services,Self-employed,39313.12,1
9dd8033a,64,Female,South South,Urban,Primary,Informal,Informal,63581.21,1
2b0196e4,7,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
bc7599f6,45,Female,North West,Rural,None,Agriculture,Informal,42498.41,1
e87a7e77,3,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
1ec354b9,23,Male,North West,Rural,None,Agriculture,Informal,74303.36,1
851a19b6,7,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
c76f9468,78,Male,North Central,Urban,Secondary,Retired/None,Not in Labor Force,0.0,1
4d6dc7b3,2,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
da9d9201,2,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
154bcf03,22,Female,North East,Rural,None,Agriculture,Informal,40148.28,1
9335f3f4,1,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
5f7c2279,18,Male,North East,Rural,Secondary,Informal,Self-employed,132611.58,0
3f7b3f06,45,Male,North West,Rural,Primary,Agriculture,Informal,31565.07,1
b0348cb6,52,Male,South West,Urban,Primary,Informal,Informal,38359.31,1
aa08205d,67,Female,South West,Urban,Tertiary,Manufacturing,Wage-employed,404970.61,0
d6d7c470,67,Female,South West,Urban,Secondary,Informal,Self-employed,141941.3,0
e86bb9a1,2,Male,North East,Urban,None,None,Not in Labor Force,0.0,1
aedc6cb1,57,Male,North West,Rural,Secondary,Trade/Services,Self-employed,117844.86,0
aac1c49c,43,Female,North Central,Rural,Primary,Agriculture,Informal,145473.02,0
3b5c314a,24,Male,South South,Rural,Primary,Agriculture,Informal,129103.02,0
3bd6d213,11,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
d95332da,60,Male,North West,Rural,Primary,Informal,Informal,78509.14,1
9abfbfdd,94,Female,North West,Urban,Secondary,Retired/None,Not in Labor Force,0.0,1
7895f535,44,Female,South South,Rural,Tertiary,Professional,Wage-employed,481969.42,0
2036524d,32,Male,South West,Urban,Tertiary,Professional,Wage-employed,468496.27,0
7c33079c,7,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
88c40870,8,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
8111352e,61,Male,South South,Rural,Primary,Agriculture,Informal,121503.87,0
5a249ff1,38,Male,North West,Rural,None,Informal,Informal,74483.25,1
836d150d,40,Female,North Central,Urban,Tertiary,Trade/Services,Wage-employed,287406.97,0
eb8fa2cf,2,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
074a67a8,6,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
ce3031fa,25,Female,North West,Rural,Primary,Agriculture,Informal,38121.01,1
d8e43a8f,24,Female,North West,Urban,Primary,Informal,Informal,161230.25,0
0858730b,64,Female,South South,Rural,None,Informal,Informal,53645.28,1
9d0349c0,3,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
849284bb,27,Male,South East,Urban,Tertiary,Trade/Services,Wage-employed,1264362.15,0
0ad57063,13,Female,South West,Rural,Secondary,Student,Not in Labor Force,0.0,1
5f9979cc,93,Male,South South,Urban,Secondary,Retired/None,Not in Labor Force,0.0,1
eea5a449,5,Male,South South,Rural,None,None,Not in Labor Force,0.0,1
67a671ef,27,Female,North Central,Rural,Secondary,Informal,Self-employed,50885.64,1
b3f4b49c,8,Male,North East,Rural,None,Student,Not in Labor Force,0.0,1
f9f4001b,40,Male,South West,Urban,None,Informal,Informal,171247.29,0
47c8480e,34,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,309932.03,0
ecdcc281,19,Female,North Central,Rural,Secondary,Trade/Services,Self-employed,126040.62,0
1d49bed7,3,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
406e033c,13,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
24953712,12,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
6ed9d8d1,28,Male,South West,Rural,Secondary,Trade/Services,Self-employed,45204.93,1
0c6f18fb,7,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
8e057d8c,62,Male,North Central,Rural,Primary,Agriculture,Informal,19868.74,1
4e7eba1e,27,Male,South South,Urban,Secondary,Informal,Self-employed,323835.64,0
4fe0637a,38,Male,South West,Urban,Secondary,Trade/Services,Self-employed,102415.1,0
16ed9529,29,Male,South South,Rural,Secondary,Trade/Services,Self-employed,178299.99,0
76fe53c7,15,Male,South West,Urban,Tertiary,Professional,Wage-employed,269988.0,0
8da8756f,5,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
f91e171e,48,Female,South West,Urban,Tertiary,Manufacturing,Wage-employed,723631.03,0
f05e9c72,64,Female,North West,Rural,Secondary,Manufacturing,Self-employed,76330.36,1
33233b63,2,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
9391de27,7,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
8f52e504,17,Female,South South,Urban,Primary,Trade/Services,Informal,39093.57,1
34306880,40,Male,North East,Rural,Tertiary,Professional,Wage-employed,437088.48,0
2bc9cb4c,13,Female,North West,Urban,Secondary,Student,Not in Labor Force,0.0,1
66956f4c,55,Female,South West,Urban,Secondary,Trade/Services,Self-employed,234863.63,0
d8af2888,12,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
27c50a9e,7,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
43bc7c8d,63,Female,North West,Rural,None,Informal,Informal,87926.73,1
682f2f9d,30,Female,South East,Urban,Tertiary,Manufacturing,Wage-employed,367011.42,0
2d45642e,56,Male,North Central,Urban,Primary,Informal,Informal,28301.94,1
28aec5fa,4,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
8e266824,24,Male,North Central,Rural,Secondary,Informal,Self-employed,51980.91,1
0d5e7977,39,Female,North East,Urban,Primary,Informal,Informal,53039.58,1
0f68408a,7,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
0a4bed8a,52,Male,South South,Urban,Secondary,Trade/Services,Self-employed,114124.26,0
842eb001,5,Female,North East,Urban,None,None,Not in Labor Force,0.0,1
9de39780,63,Male,North West,Rural,Secondary,Trade/Services,Self-employed,194556.81,0
7d0986f6,62,Female,South South,Urban,Secondary,Informal,Self-employed,124191.66,0
ce0b7df1,14,Male,South East,Urban,None,Student,Not in Labor Force,0.0,1
c2e0ebbf,5,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
0166b29c,13,Female,North Central,Urban,Secondary,Student,Not in Labor Force,0.0,1
d2cdc692,3,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
07bf3b86,18,Male,North East,Rural,None,Informal,Informal,16916.18,1
685758d0,44,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,84579.34,1
7e4c268f,1,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
39745266,12,Male,North Central,Rural,Secondary,Student,Not in Labor Force,0.0,1
fb68010e,57,Male,South West,Urban,Secondary,Trade/Services,Self-employed,87828.95,1
68a8d75d,50,Female,North Central,Urban,Primary,Informal,Informal,59397.38,1
ca3c24eb,4,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
9fb2c033,12,Male,South East,Urban,Primary,Student,Not in Labor Force,0.0,1
a9aba80b,35,Male,North West,Urban,Secondary,Informal,Self-employed,164948.5,0
937477b7,4,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
5f54ecb0,3,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
c2e8aa36,15,Male,South West,Rural,None,Informal,Informal,25046.81,1
47ad9019,40,Female,North Central,Rural,None,Agriculture,Informal,26118.4,1
c7dfa3de,16,Male,South West,Urban,Secondary,Trade/Services,Self-employed,174932.24,0
2bfa7459,23,Male,North West,Urban,Secondary,Trade/Services,Self-employed,296713.9,0
99a2b98e,59,Female,South West,Rural,Secondary,Unemployed,Self-employed,30390.25,1
32889c75,1,Male,South East,Rural,None,None,Not in Labor Force,0.0,1
05fd3ac3,8,Female,South South,Urban,None,Student,Not in Labor Force,0.0,1
1e4a827a,9,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
6e31f120,8,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
93a2690c,25,Female,North West,Rural,Secondary,Trade/Services,Self-employed,62232.74,1
8b703d46,39,Male,North East,Urban,Secondary,Informal,Self-employed,259560.16,0
883806de,90,Male,North Central,Rural,Tertiary,Retired/None,Not in Labor Force,0.0,1
09b2e37c,50,Male,North West,Urban,Primary,Informal,Informal,141470.36,0
5a8ee953,9,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
b489bc51,2,Male,South South,Urban,None,None,Not in Labor Force,0.0,1
1d90a5b7,52,Female,North West,Rural,Secondary,Manufacturing,Self-employed,56646.48,1
bdbe580a,17,Female,South West,Rural,Secondary,Manufacturing,Self-employed,197981.1,0
4a793a91,55,Male,South East,Urban,Secondary,Trade/Services,Self-employed,136891.54,0
a318f501,49,Male,North West,Urban,None,Trade/Services,Informal,120094.1,0
fd0719c5,64,Female,North Central,Rural,None,Agriculture,Informal,39245.02,1
39f1f035,54,Female,North Central,Urban,None,Trade/Services,Informal,96321.8,1
02b31abe,5,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
57624c72,22,Female,South West,Rural,Tertiary,Professional,Wage-employed,147342.5,0
4fc0bd0a,29,Male,South South,Urban,Primary,Informal,Informal,58197.17,1
ed5aa705,12,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
afebb75b,21,Female,South West,Rural,None,Agriculture,Informal,50104.85,1
33d67347,2,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
ba803f08,54,Female,South South,Urban,Secondary,Trade/Services,Self-employed,144940.17,0
350e5ddb,9,Female,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
95d9d1ef,31,Female,North West,Urban,Secondary,Informal,Self-employed,564625.57,0
3366bfd8,0,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
93c7cf70,59,Male,North West,Rural,Tertiary,Professional,Wage-employed,1377686.01,0
442435bd,12,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
af5a9932,9,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
1f5899eb,27,Male,North East,Urban,Tertiary,Manufacturing,Wage-employed,317190.24,0
6e0f3c17,62,Male,North Central,Rural,Secondary,Manufacturing,Self-employed,239847.73,0
bc187825,12,Male,South West,Urban,Tertiary,Student,Not in Labor Force,0.0,1
21005a27,8,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
59616836,56,Female,North East,Rural,Primary,Informal,Informal,30776.55,1
884f6da4,20,Male,North Central,Rural,Secondary,Trade/Services,Self-employed,125437.92,0
d846531d,19,Female,North East,Urban,None,Trade/Services,Informal,53562.73,1
1bfb7ea7,1,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
8b252329,25,Male,North West,Urban,Secondary,Informal,Self-employed,101663.34,0
7100bec3,8,Male,South East,Rural,None,Student,Not in Labor Force,0.0,1
aa8bc6fb,5,Male,South South,Rural,None,None,Not in Labor Force,0.0,1
b03194de,54,Female,North West,Rural,None,Agriculture,Informal,295509.34,0
3d8ddf3d,55,Female,North West,Rural,Secondary,Informal,Self-employed,78261.42,1
1beb977d,23,Male,South West,Urban,Secondary,Manufacturing,Self-employed,90227.96,1
58efa6e4,7,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
96a4fbe9,58,Female,North East,Rural,Secondary,Manufacturing,Self-employed,54165.94,1
b99b1535,9,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
e42fea45,72,Male,North Central,Rural,Secondary,Retired/None,Not in Labor Force,0.0,1
70a94ba3,2,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
3e5836b1,12,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
a79834b6,2,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
ef3dfac7,48,Female,North Central,Urban,None,Informal,Informal,50941.84,1
935f67ae,0,Male,South South,Rural,None,None,Not in Labor Force,0.0,1
2de8ab9f,30,Male,North Central,Urban,Primary,Trade/Services,Informal,34438.57,1
dfcad0ac,3,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
c77e4778,32,Male,South East,Urban,Secondary,Manufacturing,Self-employed,152315.73,0
4305efc9,13,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
be960b6f,44,Female,South West,Urban,Tertiary,Professional,Wage-employed,452670.83,0
e667c5c7,16,Male,North Central,Rural,None,Agriculture,Informal,73323.05,1
e37589ed,12,Female,South East,Rural,Tertiary,Student,Not in Labor Force,0.0,1
67a95426,91,Male,South South,Urban,Tertiary,Retired/None,Not in Labor Force,0.0,1
bd8b245e,31,Male,North West,Urban,Primary,Trade/Services,Informal,80269.44,1
b9b93265,45,Female,South West,Urban,None,Informal,Informal,57501.84,1
8469192e,29,Female,South South,Rural,Secondary,Manufacturing,Self-employed,66562.27,1
4892f5c6,8,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
1a633a28,13,Male,South East,Urban,Secondary,Student,Not in Labor Force,0.0,1
72e318d3,3,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
32120e2f,4,Male,South East,Urban,None,None,Not in Labor Force,0.0,1
6dc5c548,6,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
a9eadf7b,1,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
149ca681,7,Female,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
5d8a8474,25,Female,South East,Urban,Tertiary,Manufacturing,Wage-employed,440383.93,0
f0711029,1,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
b7e9eb0f,10,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
61047f87,40,Female,South West,Urban,Secondary,Informal,Self-employed,129196.7,0
86302f82,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
8167dc93,12,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
f0f1e25e,11,Female,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
01f2c33a,64,Female,North East,Urban,Tertiary,Professional,Wage-employed,273358.74,0
4734c3ec,16,Male,South East,Rural,Primary,Agriculture,Informal,50414.82,1
60a894ae,3,Male,South South,Urban,None,None,Not in Labor Force,0.0,1
05312556,18,Female,South South,Rural,None,Informal,Informal,150793.9,0
bb09d2e2,27,Male,North East,Rural,None,Agriculture,Informal,195263.18,0
f5b184be,38,Female,North East,Rural,None,Agriculture,Informal,52462.88,1
8fe33b39,62,Male,North Central,Rural,None,Agriculture,Informal,38550.83,1
cf73d8bf,52,Male,North East,Rural,Primary,Agriculture,Informal,58345.66,1
1593fe16,9,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
b771143a,7,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
c8483e8d,62,Male,North West,Rural,Primary,Agriculture,Informal,118365.08,0
3f0c4ada,59,Female,North Central,Urban,Primary,Informal,Informal,78731.35,1
8c734b9a,43,Female,North West,Urban,Secondary,Informal,Self-employed,164893.37,0
2b1b84cb,50,Male,North West,Urban,Primary,Trade/Services,Informal,54474.05,1
9fa4b001,66,Male,North Central,Rural,None,Agriculture,Informal,29732.21,1
9503e7c5,14,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
5c9bad54,55,Male,North Central,Rural,None,Agriculture,Informal,94554.54,1
f191f355,32,Male,North East,Rural,None,Agriculture,Informal,67299.41,1
06e61b3e,81,Male,South West,Rural,None,Retired/None,Not in Labor Force,0.0,1
3a6cdbde,72,Male,South South,Urban,Tertiary,Retired/None,Not in Labor Force,0.0,1
cb0b564f,29,Female,North Central,Urban,Tertiary,Trade/Services,Wage-employed,593327.33,0
ea483fbd,8,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
41183126,31,Female,South South,Urban,Secondary,Informal,Self-employed,47739.96,1
e6dc89d7,6,Male,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
52fd7d14,16,Female,North West,Urban,Tertiary,Trade/Services,Wage-employed,1202106.2,0
249f3a94,20,Female,North East,Urban,None,Informal,Informal,94029.9,1
9671e9d3,12,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
462c1ef6,41,Female,South West,Urban,Secondary,Trade/Services,Self-employed,45055.96,1
ea05767c,51,Female,North West,Rural,Primary,Agriculture,Informal,108244.17,0
e543c684,63,Female,South South,Urban,Primary,Informal,Informal,64599.81,1
cb9eac0d,1,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
5e37ba40,32,Male,South South,Rural,Primary,Agriculture,Informal,60980.22,1
d6c44be6,56,Male,South South,Urban,None,Informal,Informal,60679.82,1
4e08ab7d,24,Male,South South,Urban,Primary,Trade/Services,Informal,76211.09,1
9e5db8b8,5,Male,South East,Urban,None,None,Not in Labor Force,0.0,1
54c9a2de,58,Male,North West,Rural,Primary,Agriculture,Informal,58191.11,1
ea31a205,31,Female,South West,Urban,Secondary,Informal,Self-employed,48920.79,1
b430bc64,10,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
fc95a4a9,12,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
f3b042c1,3,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
60e20a23,62,Male,North East,Rural,None,Informal,Informal,100655.32,0
17568775,56,Male,South South,Rural,Tertiary,Trade/Services,Wage-employed,317337.46,0
7192d1b3,41,Male,North West,Rural,Secondary,Trade/Services,Self-employed,129018.84,0
85b1534b,4,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
3e37b96f,16,Female,North Central,Urban,Secondary,Trade/Services,Self-employed,217416.59,0
96f97681,1,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
ac5cbbc8,14,Female,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
87b9f785,37,Female,South West,Urban,Tertiary,Trade/Services,Wage-employed,430419.56,0
371583dd,6,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
1b729b89,52,Female,North West,Rural,Primary,Agriculture,Informal,73032.23,1
c72ac773,0,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
d3a88392,26,Male,South West,Urban,Secondary,Informal,Self-employed,55146.39,1
a3389902,12,Female,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
6d07ce77,26,Male,North Central,Urban,None,Trade/Services,Informal,49107.95,1
1a2242e8,2,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
8f4114f2,8,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
f12c761d,24,Female,North West,Rural,None,Agriculture,Informal,63007.4,1
232849c2,0,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
9d0dacac,64,Male,North West,Rural,None,Agriculture,Informal,66931.36,1
74f7e912,72,Male,North Central,Rural,None,Retired/None,Not in Labor Force,0.0,1
b62ab35a,6,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
b7ed2565,8,Female,South East,Urban,Primary,Student,Not in Labor Force,0.0,1
45256b19,24,Male,South South,Urban,Secondary,Informal,Self-employed,169468.86,0
a71e31d1,76,Female,North East,Rural,Secondary,Retired/None,Not in Labor Force,0.0,1
b044329c,29,Female,North Central,Urban,Primary,Trade/Services,Informal,187892.96,0
6b71c596,45,Female,South South,Rural,Secondary,Trade/Services,Self-employed,93290.6,1
d102c43c,29,Male,North Central,Urban,Primary,Trade/Services,Informal,100482.2,0
b32a75d0,11,Male,South South,Rural,Primary,Student,Not in Labor Force,0.0,1
550060f1,68,Male,North West,Rural,Primary,Agriculture,Informal,62031.31,1
ba7bf229,68,Female,South South,Urban,None,Informal,Informal,69575.49,1
a30841f8,6,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
8cd6de71,0,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
39c9ee80,9,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
60a6b854,11,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
ad2478b5,48,Male,North East,Rural,None,Agriculture,Informal,52759.6,1
53b92c5b,14,Male,South South,Rural,Tertiary,Student,Not in Labor Force,0.0,1
77dc2249,0,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
8a814a65,6,Male,South West,Urban,None,Student,Not in Labor Force,0.0,1
0122badc,70,Female,North West,Urban,Primary,Trade/Services,Informal,50484.85,1
272b158e,58,Female,North West,Rural,None,Agriculture,Informal,55814.77,1
edc9cb4c,2,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
84994a5a,0,Male,North East,Urban,None,None,Not in Labor Force,0.0,1
de07249a,92,Male,North West,Urban,Tertiary,Retired/None,Not in Labor Force,0.0,1
bab6a30d,35,Male,North Central,Rural,Primary,Informal,Informal,52505.46,1
089148cd,9,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
0275ca82,13,Female,South West,Urban,Tertiary,Student,Not in Labor Force,0.0,1
a33d4def,3,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
0f96edee,4,Male,South East,Rural,None,None,Not in Labor Force,0.0,1
9e12286f,47,Female,North East,Urban,Tertiary,Manufacturing,Wage-employed,365486.76,0
1fbfce2e,15,Female,North East,Urban,Primary,Trade/Services,Informal,28420.3,1
af1de275,20,Male,North East,Rural,None,Informal,Informal,56423.18,1
5f80a7e8,51,Male,South West,Rural,Primary,Agriculture,Informal,35375.26,1
33f9ba34,16,Male,North West,Rural,Secondary,Trade/Services,Self-employed,95119.45,1
2b9ca6c7,19,Female,North Central,Rural,Secondary,Trade/Services,Self-employed,51181.75,1
c20d325b,40,Female,North East,Urban,Secondary,Unemployed,Self-employed,137304.47,0
db65db55,8,Female,South South,Rural,None,Student,Not in Labor Force,0.0,1
fc9e794e,2,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
637d0c54,61,Female,South East,Urban,Tertiary,Trade/Services,Wage-employed,334977.72,0
7c23ac17,12,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
9c479fab,11,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
e5b1462e,19,Female,North West,Rural,Secondary,Trade/Services,Self-employed,67794.15,1
0c029cf2,66,Male,North West,Urban,Secondary,Unemployed,Self-employed,158514.65,0
91fae3eb,18,Female,North Central,Urban,Secondary,Trade/Services,Self-employed,166922.62,0
47c797e4,41,Female,South South,Rural,Secondary,Trade/Services,Self-employed,95837.97,1
f205d080,64,Female,North West,Rural,Primary,Agriculture,Informal,84227.18,1
561dd6d1,24,Male,North Central,Rural,None,Informal,Informal,46724.4,1
65b32128,27,Male,North East,Urban,Secondary,Manufacturing,Self-employed,169392.07,0
399279e6,58,Female,North East,Rural,None,Informal,Informal,58376.33,1
855a751b,1,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
4ca0a984,40,Male,South South,Rural,Tertiary,Manufacturing,Wage-employed,162820.07,0
8873b7a9,29,Female,North West,Urban,Tertiary,Professional,Wage-employed,247505.64,0
6e826111,13,Male,South East,Urban,Secondary,Student,Not in Labor Force,0.0,1
f511c8f2,8,Female,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
cfb835b8,9,Male,North East,Rural,None,Student,Not in Labor Force,0.0,1
106c0d5e,5,Male,North Central,Urban,None,None,Not in Labor Force,0.0,1
45c6cff1,54,Male,North East,Rural,Primary,Agriculture,Informal,120480.24,0
9e6fde14,8,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
766de523,14,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
11b638b6,27,Female,North East,Rural,None,Agriculture,Informal,154168.81,0
2125d9ee,7,Male,South East,Rural,Primary,Student,Not in Labor Force,0.0,1
31790f0d,35,Male,North West,Rural,None,Informal,Informal,91853.69,1
c20ac9fe,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
126a9328,36,Male,North East,Urban,Primary,Informal,Informal,56958.99,1
33b4f7d5,60,Female,South South,Urban,Secondary,Trade/Services,Self-employed,313838.59,0
83c3d041,47,Female,North Central,Urban,Secondary,Manufacturing,Self-employed,192438.02,0
5cbcae26,12,Female,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
063a04c5,41,Female,South South,Rural,Primary,Agriculture,Informal,73232.02,1
e4358490,7,Male,North West,Urban,None,Student,Not in Labor Force,0.0,1
08cfb710,1,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
f68bb90d,5,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
2c1648fb,44,Male,North East,Urban,Secondary,Informal,Self-employed,402473.99,0
8f6d19bf,23,Female,South South,Urban,None,Informal,Informal,48243.42,1
97d9970d,59,Female,South East,Urban,None,Trade/Services,Informal,128513.8,0
34f9cbd6,2,Male,South East,Urban,None,None,Not in Labor Force,0.0,1
b30fb8ac,1,Male,South South,Rural,None,None,Not in Labor Force,0.0,1
1091e6ac,56,Female,North Central,Urban,Primary,Informal,Informal,49574.88,1
7b695b4b,19,Male,North West,Urban,None,Trade/Services,Informal,56163.48,1
85d1582d,41,Male,South East,Rural,None,Informal,Informal,285283.0,0
5c86844e,8,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
d48cc291,20,Male,North West,Rural,Secondary,Informal,Self-employed,133441.45,0
fec7f27f,46,Male,North Central,Rural,Secondary,Informal,Self-employed,299393.0,0
4647c9bc,7,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
dd13b8c1,7,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
1b7d2b6a,53,Female,South East,Urban,Secondary,Trade/Services,Self-employed,184637.27,0
65045e27,35,Male,North Central,Rural,None,Agriculture,Informal,76225.55,1
12f75038,1,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
54174d44,13,Male,South East,Urban,Secondary,Student,Not in Labor Force,0.0,1
b7a9d08d,29,Male,South South,Urban,Secondary,Informal,Self-employed,91522.62,1
b47cd1c4,56,Male,North East,Urban,Primary,Informal,Informal,145313.01,0
28d1856f,40,Female,North East,Urban,Primary,Informal,Informal,82058.37,1
